Dataset,Phylum,Class,Order,Family,Genus,Species,n
CCZ,Cnidaria,Hydrozoa,Leptothecata,Lovenellidae,NA,NA,2
CCZ,Cnidaria,Hydrozoa,Narcomedusae,Aeginidae,Aeginura,Aeginura grimaldii,2
CCZ,Cnidaria,Hydrozoa,Narcomedusae,NA,NA,NA,2
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,NA,NA,2
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Agalma,Agalma elegans,2
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Eudoxoides,NA,2
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia multicristata,2
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Stephanomiidae,NA,NA,2
CCZ,Cnidaria,Hydrozoa,Trachymedusae,Halicreatidae,Halicreas,NA,2
CCZ,Cnidaria,Octocorallia,Scleralcyonacea,Keratoisididae,NA,NA,2
CCZ,Cnidaria,Octocorallia,Scleralcyonacea,Umbellulidae,Umbellula,NA,2
CCZ,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,NA,NA,2
CCZ,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Styracaster,NA,2
CCZ,Echinodermata,Echinoidea,Echinolampadacea,NA,NA,NA,2
CCZ,Echinodermata,Echinoidea,Holasteroida,Pourtalesiidae,NA,NA,2
CCZ,Echinodermata,Echinoidea,Holasteroida,NA,NA,NA,2
CCZ,Echinodermata,Holothuroidea,Apodida,Synaptidae,NA,NA,2
CCZ,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Psychropotes,Psychropotes longicauda,2
CCZ,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,NA,2
CCZ,Echinodermata,Holothuroidea,Synallactida,Synallactidae,Galatheathuria,NA,2
CCZ,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiura,NA,2
CCZ,Echinodermata,Ophiuroidea,Amphilepidida,Ophiolepididae,Ophiotypa,Ophiotypa simplex,2
CCZ,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Ophiuroglypha,NA,2
CCZ,Echinodermata,NA,NA,NA,NA,NA,2
CCZ,Foraminifera,Globothalamea,Lituolida,Ammosphaeroidinidae,Cystammina,Cystammina argentea,2
CCZ,Foraminifera,Globothalamea,Lituolida,Haplophragmoididae,Labrospira,NA,2
CCZ,Foraminifera,Globothalamea,Lituolida,Haplophragmoididae,Veleroninoides,NA,2
CCZ,Foraminifera,Globothalamea,Lituolida,Trochamminidae,Pseudotrochammina,Pseudotrochammina triloba,2
CCZ,Foraminifera,Globothalamea,Rotaliida,Bolivinitidae,Bolivina,NA,2
CCZ,Foraminifera,Globothalamea,Rotaliida,Chilostomellidae,Chilostomella,NA,2
CCZ,Foraminifera,Globothalamea,Rotaliida,Cibicididae,Cibicidoides,Cibicidoides robertsonianus,2
CCZ,Foraminifera,Globothalamea,Rotaliida,Uvigerinidae,Uvigerina,Uvigerina peregrina,2
CCZ,Foraminifera,Monothalamea,Astrorhizida,Normaninidae,Septuma,Septuma ocotillo,2
CCZ,Foraminifera,Monothalamea,Astrorhizida,Normaninidae,Septuma,NA,2
CCZ,Foraminifera,Monothalamea,Astrorhizida,Saccamminidae,Telammina,NA,2
CCZ,Foraminifera,Monothalamea,NA,Psamminidae,Spiculammina,NA,2
CCZ,Foraminifera,Monothalamea,NA,Psamminidae,Syringammina,NA,2
CCZ,Foraminifera,Nodosariata,Polymorphinida,Ellipsolagenidae,Fissurina,Fissurina seminiformis,2
CCZ,Foraminifera,Nodosariata,Polymorphinida,Polymorphinidae,Globulina,Globulina gibba,2
CCZ,Foraminifera,Nodosariata,Vaginulinida,Vaginulinidae,Saracenaria,Saracenaria latifrons,2
CCZ,Foraminifera,Tubothalamea,Miliolida,Hauerinidae,Pyrgo,Pyrgo depressa,2
CCZ,Foraminifera,Tubothalamea,Miliolida,Hauerinidae,Quinqueloculina,Quinqueloculina seminulum,2
CCZ,Foraminifera,Tubothalamea,Miliolida,Hauerinidae,Triloculina,Triloculina tricarinata,2
CCZ,Foraminifera,Tubothalamea,NA,NA,NA,NA,2
CCZ,Gastrotricha,NA,Chaetonotida,Muselliferidae,Musellifer,NA,2
CCZ,Hemichordata,Enteropneusta,Enteropneusta incertae sedis,Spengelidae,NA,NA,2
CCZ,Hemichordata,Enteropneusta,NA,NA,NA,NA,2
CCZ,Heterokontophyta,Bacillariophyceae,Asterolamprales,Asterolampraceae,Asteromphalus,Asteromphalus flabellatus,2
CCZ,Heterokontophyta,Bacillariophyceae,Asterolamprales,Asterolampraceae,Spatangidium,Spatangidium arachne,2
CCZ,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus africanus,2
CCZ,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus centralis,2
CCZ,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Heliopeltaceae,Actinoptychus,NA,2
CCZ,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Hemidiscaceae,Azpeitia,Azpeitia nodulifera,2
CCZ,Heterokontophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,NA,2
CCZ,Heterokontophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Climacodium,Climacodium frauenfeldianum,2
CCZ,Heterokontophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,Hemiaulus hauckii,2
CCZ,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,NA,2
CCZ,Heterokontophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,Pleurosigma acutum,2
CCZ,Heterokontophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,NA,2
CCZ,Heterokontophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia truncata,2
CCZ,Heterokontophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Pyxidicula,Pyxidicula compressa,2
CCZ,Heterokontophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora angusta,2
CCZ,Heterokontophyta,Bacillariophyceae,NA,NA,Gaillonella,Gaillonella sulcata,2
CCZ,Mollusca,Bivalvia,Arcida,Limopsidae,Limopsis,NA,2
CCZ,Mollusca,Bivalvia,Lucinida,Thyasiridae,Thyasira,NA,2
CCZ,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,Ledella knudseni,2
CCZ,Mollusca,Bivalvia,Pectinida,Propeamussiidae,Catillopecten,NA,2
CCZ,Mollusca,Bivalvia,Venerida,Ungulinidae,Cycladicama,NA,2
CCZ,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Epitoniidae,Janthina,Janthina janthina,2
CCZ,Mollusca,Gastropoda,Littorinimorpha,Atlantidae,Atlanta,Atlanta rosea,2
CCZ,Mollusca,Gastropoda,Littorinimorpha,Capulidae,NA,NA,2
CCZ,Mollusca,Gastropoda,Nudibranchia,NA,NA,NA,2
CCZ,Mollusca,Gastropoda,Pteropoda,Clionidae,Paraclione,Paraclione longicaudata,2
CCZ,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,NA,2
CCZ,Mollusca,Gastropoda,Pteropoda,Pneumodermatidae,Pneumodermopsis,Pneumodermopsis polycotyla,2
CCZ,Mollusca,Gastropoda,Seguenziida,Seguenzioidea incertae sedis,Adeuomphalus,NA,2
CCZ,Mollusca,Gastropoda,Seguenziida,Seguenzioidea incertae sedis,Moelleriopsis,NA,2
CCZ,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,NA,NA,2
CCZ,Mollusca,Scaphopoda,Gadilida,Gadilidae,Gadila,NA,2
CCZ,Myzozoa,Dinophyceae,Dinophysales,Amphisoleniaceae,Amphisolenia,Amphisolenia schroederi,2
CCZ,Myzozoa,Dinophyceae,Dinophysales,Dinophysaceae,Dinophysis,Dinophysis parvula,2
CCZ,Myzozoa,Dinophyceae,Dinophysales,Dinophysaceae,Dinophysis,Dinophysis uracantha,2
CCZ,Myzozoa,Dinophyceae,Dinophysales,Dinophysaceae,Ornithocercus,Ornithocercus heteroporus,2
CCZ,Myzozoa,Dinophyceae,Dinophysales,Dinophysaceae,Ornithocercus,Ornithocercus magnificus,2
CCZ,Myzozoa,Dinophyceae,Dinophysales,Dinophysaceae,Ornithocercus,Ornithocercus steinii,2
CCZ,Myzozoa,Dinophyceae,Dinophysales,Dinophysaceae,Ornithocercus,NA,2
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos fusus,2
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos gallicus,2
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos horridus,2
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos paradoxides,2
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Ceratocoryaceae,Ceratocorys,Ceratocorys gourretii,2
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax fragilis,2
CCZ,Myzozoa,Dinophyceae,Gonyaulacales,Protoceratiaceae,Protoceratium,Protoceratium areolatum,2
CCZ,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Corythodinium,Corythodinium elegans,2
CCZ,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Corythodinium,Corythodinium tesselatum,2
CCZ,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,Oxytoxum crassum,2
CCZ,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,Oxytoxum mediterraneum,2
CCZ,Myzozoa,Dinophyceae,Peridiniales,Peridiniida incertae sedis,Spiraulax,Spiraulax jolliffei,2
CCZ,Myzozoa,Dinophyceae,Peridiniales,Podolampadaceae,Podolampas,NA,2
CCZ,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium curtipes,2
CCZ,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium elegans,2
CCZ,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium latissimum,2
CCZ,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium pallidum,2
CCZ,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum lenticulatum,2
CCZ,Nematoda,Chromadorea,Araeolaimida,Axonolaimidae,Ascolaimus,NA,2
CCZ,Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Vasostoma,NA,2
CCZ,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Parachromadorita,NA,2
CCZ,Nematoda,Chromadorea,Chromadorida,Ethmolaimidae,Filitonchus,NA,2
CCZ,Nematoda,Chromadorea,Desmodorida,Desmodoridae,Metadesmodora,NA,2
CCZ,Nematoda,Chromadorea,Desmodorida,Epsilonematidae,NA,NA,2
CCZ,Nematoda,Chromadorea,Desmoscolecida,Cyartonematidae,NA,NA,2
CCZ,Nematoda,Chromadorea,Plectida,Benthimermithidae,Bathynema,NA,2
CCZ,Nematoda,Chromadorea,Plectida,Camacolaimidae,NA,NA,2
CCZ,Nematoda,Enoplea,Enoplida,Oncholaimidae,Metaparoncholaimus,NA,2
CCZ,Nematoda,Enoplea,Marimermithida,Marimermithidae,Marimermis,NA,2
CCZ,Nemertea,Hoplonemertea,Monostilifera,Oerstediidae,Diplomma,NA,2
CCZ,Nemertea,Pilidiophora,Heteronemertea,Lineidae,NA,NA,2
CCZ,Platyhelminthes,Monogenea,Mazocraeidea,Microcotylidae,Caballeraxine,NA,2
CCZ,Porifera,Calcarea,Leucosolenida,Syconidae,Sycon,NA,2
CCZ,Porifera,Demospongiae,Haplosclerida,Chalinidae,NA,NA,2
CCZ,Porifera,Demospongiae,Merliida,Hamacanthidae,Hamacantha,NA,2
CCZ,Priapulida,NA,Priapulomorpha,Priapulidae,Priapulus,NA,2
CCZ,Proteobacteria,Betaproteobacteria,Burkholderiales,NA,NA,NA,2
CCZ,Nematoda,Chromadorea,Desmodorida,Desmodoridae,Leptonemella,NA,1.551870913
CCZ,Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,Acanthonchus,NA,1.523566628
CCZ,Nematoda,Enoplea,Enoplida,Thoracostomopsidae,Mesacanthoides,NA,1.3259926480000002
CCZ,Nematoda,Chromadorea,Plectida,Leptolaimidae,Manunema,NA,1.23865303
CCZ,Nematoda,Enoplea,Enoplida,Thoracostomopsidae,Enoploides,NA,1.1844083639999998
CCZ,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Ptycholaimellus,NA,1.125294699
CCZ,Nematoda,Chromadorea,Chromadorida,Selachinematidae,Demonema,NA,1.077331874
CCZ,Nematoda,Chromadorea,Desmodorida,Monoposthiidae,Monoposthia,NA,1.0726841020000002
CCZ,Annelida,Polychaeta,Amphinomida,Amphinomidae,Chloeia,NA,1
CCZ,Annelida,Polychaeta,Amphinomida,Euphrosinidae,Euphrosinopsis,Euphrosinopsis halli,1
CCZ,Annelida,Polychaeta,Eunicida,Lumbrineridae,Scoletoma,NA,1
CCZ,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,NA,1
CCZ,Annelida,Polychaeta,Phyllodocida,Hesionidae,Neogyptis,NA,1
CCZ,Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,Lopadorrhynchus,NA,1
CCZ,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Micronephthys,NA,1
CCZ,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Krohnia,Krohnia lepidota,1
CCZ,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Protomystides,NA,1
CCZ,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Rhynchonereella,Rhynchonereella gracilis,1
CCZ,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bathyeliasona,Bathyeliasona mariaae,1
CCZ,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Leanira,NA,1
CCZ,Annelida,Polychaeta,Phyllodocida,Syllidae,Anguillosyllis,Anguillosyllis capensis,1
CCZ,Annelida,Polychaeta,Sabellida,Siboglinidae,Lamellibrachia,NA,1
CCZ,Annelida,Polychaeta,Spionida,Apistobranchidae,NA,NA,1
CCZ,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,Poecilochaetus brenkei,1
CCZ,Annelida,Polychaeta,Terebellida,Ampharetidae,Amphicteis,NA,1
CCZ,Annelida,Polychaeta,Terebellida,Fauveliopsidae,NA,NA,1
CCZ,Annelida,Polychaeta,Terebellida,Flabelligeridae,Lamispina,NA,1
CCZ,Annelida,Polychaeta,Terebellida,Terebellidae,Leaena,NA,1
CCZ,Annelida,Polychaeta,Terebellida,Trichobranchidae,Octobranchus,NA,1
CCZ,Annelida,Polychaeta,NA,Chaetopteridae,Spiochaetopterus,NA,1
CCZ,Annelida,Polychaeta,NA,Maldanidae,Clymenura,NA,1
CCZ,Annelida,Polychaeta,NA,Opheliidae,Ammotrypanella,Ammotrypanella kersteni,1
CCZ,Annelida,Polychaeta,NA,Opheliidae,Ophelina,Ophelina meyerae,1
CCZ,Annelida,Polychaeta,NA,Scalibregmatidae,Oligobregma,Oligobregma whaleyi,1
CCZ,Annelida,NA,Sipuncula,Golfingiidae,NA,NA,1
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyetes,NA,1
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Crassantenna,NA,1
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,Euchirella orientalis,1
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,Euchirella venusta,1
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Prolutamator,NA,1
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Pseudochirella,Pseudochirella obesa,1
CCZ,Arthropoda,Copepoda,Calanoida,Aetideidae,Valdiviella,NA,1
CCZ,Arthropoda,Copepoda,Calanoida,Augaptilidae,Euaugaptilus,Euaugaptilus longimanus,1
CCZ,Arthropoda,Copepoda,Calanoida,Bathypontiidae,NA,NA,1
CCZ,Arthropoda,Copepoda,Calanoida,Calanidae,NA,NA,1
CCZ,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,NA,1
CCZ,Arthropoda,Copepoda,Calanoida,Clausocalanidae,NA,NA,1
CCZ,Arthropoda,Copepoda,Calanoida,Lucicutiidae,NA,NA,1
CCZ,Arthropoda,Copepoda,Calanoida,Megacalanidae,Megacalanus,NA,1
CCZ,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus gibber,1
CCZ,Arthropoda,Copepoda,Calanoida,Parkiidae,NA,NA,1
CCZ,Arthropoda,Copepoda,Calanoida,Phaennidae,Phaenna,Phaenna spinifera,1
CCZ,Arthropoda,Copepoda,Calanoida,Pontellidae,Labidocera,Labidocera detruncata,1
CCZ,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontellina,Pontellina plumata,1
CCZ,Arthropoda,Copepoda,Calanoida,Ryocalanidae,Ryocalanus,NA,1
CCZ,Arthropoda,Copepoda,Calanoida,Ryocalanidae,NA,NA,1
CCZ,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Landrumius,Landrumius gigas,1
CCZ,Arthropoda,Copepoda,Calanoida,Temoridae,Temora,NA,1
CCZ,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,Sapphirina auronitens,1
CCZ,Arthropoda,Copepoda,Harpacticoida,Argestidae,Neoargestes,NA,1
CCZ,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Noodtiella,NA,1
CCZ,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Sigmatidium,NA,1
CCZ,Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Idyellopsis,NA,1
CCZ,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Sentiropsis,NA,1
CCZ,Arthropoda,Copepoda,Siphonostomatoida,Sphyriidae,NA,NA,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Alicellidae,NA,NA,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Amphithyridae,Amphithyrus,Amphithyrus muratus,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Brachyscelidae,Brachyscelus,Brachyscelus rapax,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Oradarea,NA,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Procyphocaris,NA,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Eusirus,NA,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Melphidippidae,NA,NA,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Aceroides,NA,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,Rhabdosoma,Rhabdosoma minor,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,Princaxelia,NA,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,NA,NA,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Podoceridae,NA,NA,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Pronoidae,Pronoe,Pronoe capito,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Scinidae,Scina,Scina curvidactyla,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Hippomedon,NA,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Paralysianopsis,NA,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Uristidae,Centromedon,NA,1
CCZ,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,Vibilia propinqua,1
CCZ,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Atlantocuma,NA,1
CCZ,Arthropoda,Malacostraca,Cumacea,Diastylidae,Makrokylindrus,NA,1
CCZ,Arthropoda,Malacostraca,Cumacea,Lampropidae,Hemilamprops,NA,1
CCZ,Arthropoda,Malacostraca,Decapoda,Benthesicymidae,NA,NA,1
CCZ,Arthropoda,Malacostraca,Decapoda,Crangonidae,Parapontophilus,NA,1
CCZ,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Stylocheiron,Stylocheiron abbreviatum,1
CCZ,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Stylocheiron,Stylocheiron maximum,1
CCZ,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Stylocheiron,Stylocheiron microphthalma,1
CCZ,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanopoda,Thysanopoda tricuspidata,1
CCZ,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Disparella,NA,1
CCZ,Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Heteromesus,NA,1
CCZ,Arthropoda,Malacostraca,Isopoda,Janiroidea incertae sedis,Sugoniscus,NA,1
CCZ,Arthropoda,Malacostraca,Isopoda,Munnidae,NA,NA,1
CCZ,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Acanthocope,NA,1
CCZ,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Disconectes,NA,1
CCZ,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Munnopsurus,NA,1
CCZ,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Nannoniscoides,NA,1
CCZ,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Rapaniscus,NA,1
CCZ,Arthropoda,Malacostraca,Isopoda,Thambematidae,Microthambema,NA,1
CCZ,Arthropoda,Malacostraca,Mictacea,NA,NA,NA,1
CCZ,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Paragathotanais,NA,1
CCZ,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Collettea,Collettea longipedia,1
CCZ,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,NA,NA,1
CCZ,Arthropoda,Malacostraca,Tanaidacea,Cryptocopidae,Latitanais,NA,1
CCZ,Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,NA,NA,1
CCZ,Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Parafilitanais,NA,1
CCZ,Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Robustochelia,NA,1
CCZ,Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Singula,NA,1
CCZ,Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Tanabnormia,NA,1
CCZ,Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Unispinosus,Unispinosus eopacificus,1
CCZ,Arthropoda,Malacostraca,Tanaidacea,Tanaopsidae,Tanaopsis,NA,1
CCZ,Arthropoda,Malacostraca,Tanaidacea,Typhlotanaidae,Typhlamia,NA,1
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Paraconchoecia,Paraconchoecia allotherium,1
CCZ,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Porroecia,Porroecia porrecta,1
CCZ,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,NA,NA,1
CCZ,Bryozoa,Stenolaemata,Cyclostomatida,Plagioeciidae,NA,NA,1
CCZ,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,NA,1
CCZ,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,Fritillaria gracilis,1
CCZ,Chordata,Teleostei,Aulopiformes,Bathysauridae,Bathysaurus,NA,1
CCZ,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides lecointei,1
CCZ,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides yaquinae,1
CCZ,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Chaetodermis,NA,1
CCZ,Cnidaria,Hexacorallia,Antipatharia,Schizopathidae,Schizopathes,NA,1
CCZ,Cnidaria,Hexacorallia,Scleractinia,NA,NA,NA,1
CCZ,Cnidaria,Hexacorallia,Zoantharia,Zoanthidae,NA,NA,1
CCZ,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Nubiella,Nubiella papillaris,1
CCZ,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Nubiella,NA,1
CCZ,Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,Euphysa,Euphysa brevia,1
CCZ,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Merga,Merga apicirubellus,1
CCZ,Cnidaria,Hydrozoa,Anthoathecata,Zancleidae,Zanclea,Zanclea costata,1
CCZ,Cnidaria,Hydrozoa,Narcomedusae,Solmarisidae,Pegantha,Pegantha martagon,1
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Agalma,Agalma okenii,1
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Halistemma,Halistemma rubrum,1
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Nanomia,Nanomia cara,1
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,NA,NA,1
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,Apolemia contorta,1
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia campanella,1
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia cossack,1
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia meteori,1
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia subtiloides,1
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,NA,1
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,Forskalia,NA,1
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Hippopodiidae,Vogtia,Vogtia pentacantha,1
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Hippopodiidae,Vogtia,Vogtia serrata,1
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Physophoridae,Physophora,Physophora hydrostatica,1
CCZ,Cnidaria,Hydrozoa,Siphonophorae,Stephanomiidae,Stephanomia,Stephanomia amphytridis,1
CCZ,Cnidaria,Hydrozoa,Trachymedusae,Halicreatidae,Halicreas,Halicreas minimum,1
CCZ,Cnidaria,Hydrozoa,Trachymedusae,Petasidae,Petasiella,Petasiella asymmetrica,1
CCZ,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Amphogona,Amphogona apicata,1
CCZ,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Benthocodon,NA,1
CCZ,Ctenophora,Tentaculata,Lobata,NA,NA,NA,1
CCZ,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyastera,Freyastera basketa,1
CCZ,Echinodermata,Asteroidea,Valvatida,Asterinidae,Aquilonastra,Aquilonastra burtoni,1
CCZ,Echinodermata,Echinoidea,Holasteroida,Urechinidae,Urechinus,NA,1
CCZ,Echinodermata,Holothuroidea,Apodida,Synaptidae,Leptosynapta,NA,1
CCZ,Echinodermata,Holothuroidea,Apodida,NA,NA,NA,1
CCZ,Echinodermata,Holothuroidea,Elasipodida,Laetmogonidae,Psychronaetes,NA,1
CCZ,Echinodermata,Holothuroidea,Persiculida,NA,NA,NA,1
CCZ,Echinodermata,Holothuroidea,Synallactida,Deimatidae,Deima,NA,1
